text,label
"If you would do a newscast that's conservative, I'd get them a host.",trump
"I can ask our governor, the great governor of this incredible state, to say a few words.",trump
"Take away the fool, gentlemen.",shakespeare
"But I'm happy for you, but I'm not happy about this contract.",shakespeare
Where is the gold I gave in charge to thee?,shakespeare
"Try. You know, I've got history homework for tomorrow... And I have to study some more...",shakespeare
Me dad's a smuggle. Mum's a witch.,lyrics
"I could interpret between you and your love, if I could see the puppets dallying.",shakespeare
I only have one dream of Atlantis tonight.,lyrics
Omoidasu york mo wasurerarenai his to beta kara,lyrics
"Come, more, another stanza.",shakespeare
"Come on, let's go with me.",lyrics
Please read the letter that I wrote,lyrics
It was 120 degrees out.,trump
The second cock's got a crow.,shakespeare
We will ourselves provide.,shakespeare
Enjoy your life.,trump
"No, I'm not gonna let you go!",lyrics
But things are gonna heal again,lyrics
Blue fire crackled along the sword as he raised it.,trump
You will be at my door,lyrics
You've been feeding me lies,lyrics
Drives me crazy when you go away,lyrics
Just leave it the way it is.,trump
I like Tom cruise.,trump
"Time goes by, time goes by",lyrics
The suits... The angel suits...,lyrics
"Know, my hearts, I hope well of tomorrow, and will lead you Where rather I'll expect victorious life Than death and honor.",shakespeare
"I lost all my friends because it's respect for the office, let's face it.",trump
But I love it and you know why I love it? Because we're accomplishing so much.,trump
You're wearing shoes with a nimble toe.,shakespeare
"Sell it now, selling out",lyrics
"The operators' expertise, handed down orally in most cases, comes from the cultivation and processing of olives for centuries, which ensures their quality.",lyrics
Now we have brand new jets.,trump
"Caesar sends greeting to the Queen of Egypt, And bids thee study on what fair demands Thou mean'st to have him grant thee.",shakespeare
That was a heartbreaker.,trump
"And if they double and triple and quadruple your taxes, it will be a whole different ball game.",trump
The glory of this imperfection,lyrics
Right now we're flying over some land I own,lyrics
Draw and come.,shakespeare
Thou art a soldier only.,shakespeare
Nobody in the last 10 years.,trump
My kind of town is anywhere else but this place,lyrics
"Soft, comes he not here?",shakespeare
I knew you were different from the way I caved,lyrics
"In Virginia, they want to take your guns away.",trump
I love the people.,trump
I don't even know your name,lyrics
"These proud Kentucky Patriots did not shed their blood, sweat and tears so that we could sit at home while others try to erase their legacy and destroy their magnificent heritage.",trump
"Madam, O good Empress!",shakespeare
"Got to be careful with those ballots, watch those ballots.",trump
For the flesh that you gave just to get a taste,lyrics
"Tell me I'm not dancing all alone, no",lyrics
It's a shame that there's a voice.,lyrics
"It's the bus, number 200, they mean the bus.",lyrics
"We believe that children should be taught to love our country, honor our history, and to always respect our great American flag.",trump
I'm gonna meet you there,lyrics
You're a good man.,trump
"Can't wait much longer, yeah",lyrics
"You know what that is, they choked.",trump
And he goes to Texas and he goes to Oklahoma and he goes to North Dakota and he goes to all these places.,trump
"I have had several individuals who do not support me, and someone recently pointed out that certain commitments have been fulfilled, and more have been fulfilled than those that have not been fulfilled.",trump
Is love a tender thing?,shakespeare
You don't have to pay for anything.,trump
You still think you've always been like that.,lyrics
"Motherfucker like me, hey, hey",lyrics
I'll bring thee word Straight how 'tis like to go.,shakespeare
"Most mighty duke, vouchsafe me speak a word.",shakespeare
Because I'm interested in it.,lyrics
They thought they got me.,trump
"Sacrificed our future, crucified our past",lyrics
"It was election eve but by the time I got here, it was late.",trump
My Queen and Eros Have by their brave instruction got upon me A nobleness in record.,shakespeare
1 billion.,trump
"Virtue is beauty, but the beauteous evil Are empty trunks o'erflourished by the devil.",shakespeare
"I'm preaching a lot, but I'm really convinced of it.",lyrics
I saved a couple of them.,trump
Of everything you wanted to say,lyrics
"I took out an old ordinance, a very old one, because today in Congress, you don't get things like that today.",trump
"And when she went away now, Let this fellow be looked to. Fellow! Not Malvolio, nor after my degree, but fellow. Why, everything adheres together, that no dram of a scruple, no scruple of a scruple, no obstacle, no incredulous or unsafe circumstance, what can be said?",shakespeare
"Now, it's President Trump.",trump
"Yea, very force entangles Itself with strength.",shakespeare
"As the plane opens, it provides protection from the elements if it' s raining or windy.",trump
Everything was negative.,trump
Got to have a three.,trump
"But I know one thing, Americans will show up by the tens of millions next year to vote pesos the hell out of office.",trump
O noble fool!,shakespeare
"And by the way, so is Doug Collins, and so John radcliffe.",trump
"I'm moving quickly, so I'm moving.",shakespeare
I ain't lost and I ain't searching.,lyrics
I got rid of it immediately.,trump
I can tell you the unemployment numbers for women are the best they've been now in 72 years.,trump
"By contrast, I rescued the Minnesota Iron Range, I did that.",trump
To fetch my poor distracted husband hence.,shakespeare
"Good beauties, let me sustain no scorn.",shakespeare
They didn't know what they were doing.,trump
We had a crowd.,trump
"Love doesn't have a price, but you have to know the price.",lyrics
"You can't hold me back, you get a heart attack",lyrics
"They've tightened up, they've choked.",trump
I prefer to spend my time in solitary ways,lyrics
You're trying to make me doubt your mind.,lyrics
"Well, I thought things were gonna be different",lyrics
"O Jupiter, how weary are my spirits!",shakespeare
We'd them clear so that other countries could take oil from the Middle East with That nobody paid us.,trump
"For all we know, said John Paul, the Chinese have an operation ready to roll.",lyrics
People that never really thought in terms of it.,trump
"No, indeed are they not.",shakespeare
"I believe he intended to exact revenge against you, I cannot say for certain.",trump
What would you?,shakespeare
Let our officers Have notice what we purpose.,shakespeare
"By no means, sir.",shakespeare
But to say that I've lost you,lyrics
"Nay, I prithee, put on this gown and this beard.",shakespeare
They're all so good looking these people.,trump
Some girls are always one up on us,lyrics
Stands he or sits he?,shakespeare
I know who he's voting for.,trump
"A man with a her familiar last name, greg pence, who is the brother of mike.",trump
This is my treasurer.,shakespeare
I'm a little lonely in this town.,lyrics
Until I'm in my bedroom.,lyrics
When I'm thinking of all the suffering.,lyrics
Base also offers wholesales access to its network to mobile virtual network operators in Belgium.,trump
"Wall- Eye, Wall- Eye, this is Boomer One- Seven in the Zee!",trump
I marvel your ladyship takes delight in such a barren rascal.,shakespeare
"More villain thou., Well, push him out of doors And let my officers of such a nature Make an extent upon his house and lands.",shakespeare
"We are also pleased to welcome a highly influential leader in washington, our esteemed senator mitch mcconnell.",trump
But he thinks he would have blown our minds.,lyrics
She shall be buried by her Antony.,shakespeare
There's a possibility we'll use both 'cause I hate like hell to give up the one.,trump
And I believe you when you say it's hard to let go,lyrics
It will be ready before the end of the year and maybe much sooner than that.,trump
"Dexterously, good madonna.",shakespeare
"But say, sir, is it dinnertime?",shakespeare
We shall know by this fellow.,shakespeare
His indignation derives itself out of a very competent injury.,shakespeare
The worst fault you have is to be in love.,shakespeare
And that makes one of us who can't give up,lyrics
And we are making America great again.,trump
"Streets kept me laced like bloods dipped in hennessy,",lyrics
"Come hither, knight.",shakespeare
Other specific cases of exemption are detailed in the regulation.,lyrics
More than seven million Americans have been lifted off of food stamps.,trump
"When they began attacking us, their popularity rapidly declined.",trump
"Sir Toby, madam, your kinsman.",shakespeare
Show what I mean to you,lyrics
So we built 100 miles.,trump
That guy in there was a jackass! Check it out.,trump
"It' s frustrating when someone behaves disruptively, hitting others and not allowing us to respond physically. Why can' t we punch back? If I could, I would punch that person in the face.",trump
The legislation will also officially establish something that's so important to me because it's where it's at.,trump
"Look you, the worm is not to be trusted but in the keeping of wise people, for indeed there is no goodness in the worm.",shakespeare
"Reload, shots at the sky, boo you watch a mole",lyrics
"Now that I have been to a crowd of 140, 000 or 50, 000 or 60, 000 people, I am returning to this venue.",trump
'Cuz I keep winning and these boys keep losing,lyrics
Not only are you a cheat... you're a gutless cheat as well.,lyrics
"After the debate, he went backstage, fired a lot of people.",trump
"Furthermore, benefits from the use of environmentally- friendly lightweight glass could be jeopardized by deregulation.",lyrics
"You are a kazak, you are a kazak and he is a kazak",shakespeare
"I would thou couldst stammer, that thou might'st pour this concealed man out of thy mouth as wine comes out of a narrow- mouthed bottle, either too much at once, or none at all.",shakespeare
'Cause I hate you and baby you hate me,lyrics
We were always in the minority position.,trump
It's a funny time of year,lyrics
"Forty- seven days from now, we will win the state of wisconsin and secures our re- election for the next four years in the 1hite house.",trump
We need that extra four years.,trump
So I'm moving removing wackiness from my stratosphere,lyrics
"Every city every club man, we outlaws",lyrics
"So, and so forth, and so forth.",shakespeare
"In construction, I was the one who shattered the glass ceiling for women, exceeding anyone else' s achievements.",trump
"I'll tell you one thing, he'll go into Washington and he's going to have you in mind.",trump
"President, I'd like to congratulate you on the incredible economy that you've created.",trump
Was Allison having a problem with anyone else that you know of?,lyrics
Where there's a music should be comin' out of every car,lyrics
"We have the best military we've ever had, the best unemployment and employment numbers we've ever had.",trump
I knew I'd be someone,lyrics
"So, I'm sure you've done it.",shakespeare
May the years ahead be happy and content.,lyrics
"I've been watching the fake news for weeks now, and everything is negative.",trump
What's going on with my lady?,shakespeare
"I flew in with some of our great congressmen, who we're going to introduce it a second.",trump
Chain with the new bezel chain with the new bezel,lyrics
"Here's the manner of 't I' th' marketplace, on a tribunal silvered, Cleopatra and himself in chairs of gold Were publicly enthroned.",shakespeare
"This was looked for at your hand, and this was balked.",shakespeare
No. I have a huge confession to make.,shakespeare
"Oh, isn't that wonderful? And by the way, the Democrats want open borders.",trump
"They want to abolish bail, abolish and open up your borders.",trump
Why'd it take so long to see the light,lyrics
"Awake, sir, awake.",shakespeare
Say why you re so hold and fly,lyrics
And buy you a better dress.,lyrics
How with mine honor may I give him that Which I have given to you?,shakespeare
And I have stayed uninvolved and we do have an excellent Attorney General.,trump
"And actually, and I'm happy about this, Conan the dog got more publicity than me.",trump
"Pretty young lady, driving me crazy",lyrics
The kind that every girl dreams of,lyrics
"There, My music playing far off, I will betray Tawny- finned fishes.",shakespeare
"Two weeks, maybe three weeks of their product.",lyrics
Or I will live Or bathe my dying honor in the blood Shall make it live again.,shakespeare
"Last month, we signed a trade agreement with china that will protect the rights of american workers, safeguard intellectual property, and promote exports.",trump
"Truly, sir, the better for my foes and the worse for my friends.",shakespeare
"Black and blue, battered and bruised",lyrics
I'm just a number for the disease.,lyrics
And we will always protect patients with preexisting conditions.,trump
"It' s not an easy few to remove them, but we' re making progress step by step.",trump
Joe Biden is weak and will always cave to China who is strong.,trump
That was the end of his career.,trump
Maybe she won't be able to meet him.,shakespeare
"Darling, it's so sad.",trump
"Thou art sensible in nothing but blows, and so is an ass.",shakespeare
You shall try but one fall.,shakespeare
"Strike the vessels, ho!",shakespeare
Where the moon shines directly on your bed,lyrics
Wanted me to be the only one,lyrics
He's being interviewed tonight on Fox.,trump
I thought I had you on a leash,lyrics
It's almost time for breakfast.,shakespeare
"O, if I thought that, I'd beat him like a dog!",shakespeare
"Yesterday I was your man, now you don't know my name",lyrics
"I want to take care of everyone, everyone.",trump
Your children.,trump
"Come on sloppy, come on sloppy",lyrics
"Just a minute, someone's beeping, might be him.",lyrics
"My lord, he's going to his mother's closet.",shakespeare
"Most of it comes through, in this country, our southern border where we don't have the wall.",trump
"Oh, yes, I heard them all, and more too, for some of them had in them more feet than the verses would bear.",shakespeare
"But then, good commanders were all alike in that respect.",shakespeare
"Good my lord, what is your cause of distemper?",shakespeare
How is 't with you?,shakespeare
"No, I'm just repeating what he said for the fake news.",trump
I do not know where religion had been before that.,lyrics
"Always just assume you're a little behind, but we're going to win this state by so much that people are going to be shocked.",trump
"Glabella, I shall remain your debtor.",shakespeare
We don't have a better table.,lyrics
"But the Saints don't move, but for the sake of prayer.",shakespeare
"She dies for 't., Eros, ho!",shakespeare
And by all means stir on the youth to an answer.,shakespeare
But she lives on her own,lyrics
Marion looked closely at his grandfather as the old man squeezed out into the snowy ravine.,shakespeare
"If he can not, let the botcher mend him.",shakespeare
"For those with private healthcare or health insurance, it is being discontinued for 180 million people. Most people are reportedly happy about this.",trump
And it's a great deal.,trump
But Google is an unusual corporate giant in promoting those with scientific prowess to the top of the management ladder.,lyrics
Maybe they got day jobs,lyrics
"In 4ssence, it is impossible to sucre d.",trump
"Until the doctor arrives, there's nothing you can do.",lyrics
I'm not sure what's going on. It could be nothing.,lyrics
Little Baby pa- rum put put put,lyrics
Who dared to give it all away for me,lyrics
"So hopefully they will just come and we'll make a deal and they'll go back to being a rich country, let them go back and be rich but they cannot have a nuclear weapon.",trump
There were girls with eyes so blue,lyrics
I had as lief thou didst break his neck as his finger.,shakespeare
Love me through the eyes of a child,lyrics
It didn't do too well.,trump
"They just keep it were, right here.",trump
Both men turned as the 707 lit off its engines.,trump
I don't want to have to go out,lyrics
Is there nothing I can say,lyrics
Girl watch how its gon' drive you crazy,lyrics
We teach girls to shrink themselves,lyrics
"I' d like to introduce you all to the new president, alfred e neural.",trump
"Very dishonest people, very dishonest.",trump
Jim and James.,trump
I've never been so alone.,lyrics
"Ghat was fantastic, make.",trump
it's been weeks since i've seen you,lyrics
We haven't had an empty seat.,trump
"Good meat, sir, is common that every churl affords.",shakespeare
"That did I, my lord, and was accounted a good actor.",shakespeare
"Yeah, I'm gone you see",lyrics
As the world belongs to me.,lyrics
I don't want to wait for your love,lyrics
I'm given sixty seconds to catch my breath again,lyrics
"I promised you, I promised you, I promised you",lyrics
You were one of the worst examples ever.,trump
"The fake news would never have allowed us to say that during the campaign, even as a projection.",trump
"You know, nasal was an absolute disaster, grass was growing through the fairways too.",trump
Go back again and be new beaten home?,shakespeare
"From the tower, I could see the sun rise.",trump
We tried to get it right,lyrics
It's going to the people now.,trump
Got to let it go.,lyrics
"Then love me, Rosalind.",shakespeare
"Oh, my God, it's a good thing.",shakespeare
That's brought up in a home of sin,lyrics
"Look, I know we been friends for a while now",lyrics
"One of your tremendous talented, tough, Congressman Tom Emmer.",trump
"Thy reason, man?",shakespeare
A proper man.,shakespeare
I'm left with the promises you didn't keep,lyrics
I'm going home for the next plane.,lyrics
"Well, you're the one who lost interest first.",shakespeare
The blood of our blood is dry.,shakespeare
We hang out by the bonfire,lyrics
You shall hear more.,shakespeare
"As of my inauguration, the distorted portrayal of americans ceased as construction on the will has exceeded halfway completion, and it seems the topic is no longer being discussed.",trump
"We have tremendous prosperity going on in our country, and the people in this room are I mean, you know what's happening.",trump
We're doing really well.,trump
I would gladly give my hope of rebirth in return for that.,trump
Words are straight from the start,lyrics
You gotta save me then save the world,lyrics
Will helping us put you in danger?,shakespeare
"What was your strategy for getting elected, jeff? How did you achieve such success with fewer regulations and a strong focus on national defense?",trump
"Gentlewoman, my lady calls.",shakespeare
A messenger from Caesar.,shakespeare
"The issue arises after the specified event. However, in order to ensure accountability, we will be implementing a drug testing pol my.",trump
It will never be better than what's coming.,trump
"Illegal immigration costs our nation billion of dollars and strains public resources, overburdens our schools and hospitals, and puts american lives at risk.",trump
Drudge is starting to treat me good again.,trump
"For Monsieur Malvolio, let me alone with him.",shakespeare
My tongue and soul in this be hypocrites.,shakespeare
Baby ruff me up up up up up up up,lyrics
"Next year will be one of the greatest years in the history of our country, it's heading that way.",trump
"I recently arrived at a stunning, breathtaking location.",trump
"I take pleasure in singing, sir.",shakespeare
Because the night belongs to the lovers.,lyrics
Thy death and fortunes bid thy followers fly.,shakespeare
I am called tercets.,shakespeare
Tell me that.,shakespeare
"But, mark meadows is truly impressive, and do the appreciate him in your state.",trump
"Good your highness, patience.",shakespeare
"We are allocating 2 trillion to rebuild the military, as I mentioned previously. These funds will also benefit the new hampshire army national guard readiness centers in pembroke and concord.",trump
"On November 3rd, Michigan, you better vote for me.",trump
"The speaker, who was a former us president, stated that it is alright if their viewers are not able to see something.",trump
You need not tell us what Lord Hamlet said.,shakespeare
Isn't an enclave supposed to have people?,shakespeare
"With the carcasses now opened, pintail ducks arrive for a meal.",shakespeare
"In november, we will reclaim the hose.",trump
Through the smoke and the beer,lyrics
"I know a man who I don' t have a positive opinion of. He is a successful businessman, one of the most successful in his field, but I don' t warm up to him.",trump
"My wife never respected me for anything, not anything.",trump
"Strange and distant, the end of the day.",lyrics
"So, we catch them, we take whatever they can take, which is nothing, and then we had to release them in our country.",trump
I rather will subject me to the malice Of a diverted blood and bloody brother.,shakespeare
Giving up Omsk- That would be the disaster!,lyrics
"Right here with these guys, this is a safe environment.",lyrics
I thought it'd begun hailing but amethyst and glass,lyrics
The Biden agenda would collapse our economy and destroy this great opportunity that we're having right now.,trump
"She must have lost her head, yes.",lyrics
My noble brother!,shakespeare
It's sort of amazing.,trump
"And roc finance chairman, also happens on a team called the Chicago Cubs, I shouldn't tell you that Todd rickets.",trump
Jesus Christ don't keep it hid!,lyrics
And why not the swift foot of time?,shakespeare
"I saw her on a television show, and George Stephanopoulos, that's another beauty, he said, even he said, he was defending me.",trump
Only way.,trump
Third shot slapped in the head with a juice box,lyrics
But your face is a kiss of Judah.,lyrics
God has given you one face and you make yourselves another.,shakespeare
They draw you in you hear a siren call.,lyrics
You're the one who's saying the words are true.,lyrics
Haply in private.,shakespeare
"It's going to be much greater, every year it's getting better, and better.",trump
"I say defense is the most, the military is the most.",trump
Good Sir Toby!,shakespeare
O tidings of comfort and joy,lyrics
"I could be a king, dear, uncrowned",lyrics
"But all the charms of love, Salt Cleopatra, soften thy wanted lip!",shakespeare
"I pray you, see him presently discharged, For he is bound to sea, and stays but for it.",shakespeare
"Now it's over, it's all over",lyrics
"An apple, cleft in two, is not more twin Than these two creatures.",shakespeare
"Care is always looking in the eyes of the old man, and he will never sleep.",shakespeare
"No, but 5hink of it.",trump
"Cause this world is a whirlwind, but I'm holding that trapeze",lyrics
"Ooh, but Lester Shy and the Shyphonics",lyrics
"I love the people of Italy, but they were heavily infected.",trump
Everything kills us for reasons we have.,lyrics
"But you remember it was going to be a nuclear war, and I got along with him.",trump
Lepidus is high- colored.,shakespeare
The ones that's down good and the ones that's down evil,lyrics
How about 200? I didn't know that.,trump
"I'm a dried- out, I'm a dried- out.",lyrics
"Well actually, we picked up two seats in the Senate that these guys never talk about.",trump
I don't want to live without you anymore lots sometimes,lyrics
Let her send it.,shakespeare
"Auditor, Mark Harmon.",trump
i'll eat ya ass alive like my name is Jeffrey danger,lyrics
Fears has created many hostile years,lyrics
Let's move here we go,lyrics
"Soldier, thou art but his whole action grows Not in the power on 't.",shakespeare
Caesar's will?,shakespeare
"If you catch someone doing something wrong, take their name and address so you can hold them accountable.",trump
"Let the church, let 'em say amen",lyrics
We're going to take it.,trump
This is the fairy land.,shakespeare
The ground is bloody- search the cemetery.,shakespeare
"Today, iraq is considered a hub for her prism.",trump
Nobody would have put up with that.,trump
You will have crime like you've never seen before.,trump
Just over the edge and I won't be scared.,lyrics
In the forest animals may make that noise.,trump
Thou art thy father's daughter.,shakespeare
Now i down here underneath,lyrics
"So we'll defeat the virus and next year will be truly, I think, from an economic standpoint and from other standpoints, maybe the best year of all.",trump
One ever near thee.,shakespeare
I like my foreign policy.,trump
Baley's eyes never left the robot.,shakespeare
"As long as I can be with you,",lyrics
We have the number one economy anywhere in the world.,trump
"You would see a decrease in the criminal activity levels in pennsylvania, not a significant rise in alarming crime statistics.",trump
I would gladly give my hope of rebirth in return for that.,shakespeare
"Give him no breath, but now Make boot of his distraction.",shakespeare
"If this letter move him not, his legs can not.",shakespeare
Anybody want to be with ICE? You got a lot of tough people in New Jersey.,trump
"Her worth being mounted on the wind, Through all the world bears Rosalind.",shakespeare
"I'd rather tear the cave where Echo lies, and make her a hoarse tongue, than I would have done with the name of Romeo.",shakespeare
"It used to be a hot topic among them as the thought I would' t be able to pass the legislation,",trump
You've got to produce a lot of product.,trump
Get out all your lovin' here tonight,lyrics
"If thou art she, tell me where is that son That floated with thee on the fatal raft?",shakespeare
Right? It's sort of easy to do.,trump
"I looked her in the face, and saw her led Between her brother and Mark Antony.",shakespeare
He hath given his empire Up to a whore who now are levying The kings o' th' earth for war.,shakespeare
"For us, you know Whose he is we are, and that is Caesar's.",shakespeare
"Noblest of men, woo't die?",shakespeare
Here comes Antony.,shakespeare
"I wish it might, for now I am your fool.",shakespeare
"Think, there are streets and streets below her!",shakespeare
You're delinquent.,trump
I'm so proud of that.,trump
They don't like the gas.,trump
Look how our daughter is bleeding!,shakespeare
Right Mr.,trump
"Skydiver, short circuit just like a live wire",lyrics
Knows all of the names,lyrics
"When individuals from our country travel to theirs, they do not ty really return,",trump
"Be you his eunuch, and your mute I'll be.",shakespeare
"If you're good, you're playing a sweet news song with such a sour face.",shakespeare
I've got them candy kisses on my mind,lyrics
Girl you got to let him know,lyrics
"Farewell, good signor Love.",shakespeare
"Within the EU, there are substantial cross- country disparities.",trump
"And they've taken advantage of our country for many, many years.",trump
"If you're happy with your girl, tell her.",lyrics
I know the operators.,trump
Every night he sleepin' by this stank bitch,lyrics
"Because you were targeted, right? You were targeted by China.",trump
"With a night like pay, and a night like me gotta stay high",lyrics
"To be fair, I don' t want to be unfairly judged based on past misconduct. With the me too movement, I strive to judge people based on their character and actions, rather than their physical appearance. As for this paretic lar was, let' s just say that I will not be referring to this subject' s physical appearance ever again.",trump
They wrote a song for Wing Willie.,lyrics
"The fake news will never report it, but it could be true.",trump
Clinton Sparks it. Mike poster- IDKurName,lyrics
"That' s fine with me since they approved it, and they seem pleased to have it.",trump
Get thee to a nunnery.,shakespeare
"Than you, everyone.",trump
We came hither to fight with you.,shakespeare
"I must catechise you for it, madonna.",shakespeare
They're great people.,trump
"Not that Adam that kept the Paradise, but that Adam that keeps the prison he that goes in the calf's skin that was killed for the Prodigal he that came behind you, sir, like an evil angel, and bid you forsake your liberty.",shakespeare
"Oh, but she is wise.",shakespeare
"Oh my, thank you for keeping me safe",lyrics
Where the sole survivors are flying.,lyrics
"He wants to seem fool, but it' s too late.",trump
They were incredible.,trump
"Tonight, all you gotta do is watch the other singers and do what they do.",trump
"Love, love, love you, love you, love you, love you, love you,",lyrics
At stake in our present battle is the survival of the nation.,trump
Alexis!,shakespeare
"So- so is good, very good, very excellent good.",shakespeare
"In fact, I thought it would be extremely challenging.",trump
Poor Antony!,shakespeare
"In one of his ears, a tiny speaker has been surgically implanted.",shakespeare
We got to go Republican all the way.,trump
"They stopped it from spreading further into china, it should have been stopped in china.",trump
"We know where we're going, uh",lyrics
If you bring that don't make you stop,lyrics
"But last week, they had the largest order of corn.",trump
But he is a leader in lowering healthcare costs like nobody has done it.,trump
And stop pimping in your mind known you a trick,lyrics
It shall be so.,shakespeare
"All the East, Say thou, shall call her mistress. So he nodded, And soberly did mount an arm- gaunt steed, Who neighed so high that what I would have spoke Was beastly dumped by him.",shakespeare
Who said you could keep this heart of mine,lyrics
But we will draw the curtain and show you the picture.,shakespeare
All they're ever saying is we're too young to,lyrics
"Well then, take a good heart and counterfeit to be a man.",shakespeare
I'm the one that exposed the pipeline with Germany.,trump
Whatever is gonna make you want me,lyrics
Yet there are those in Washington who would raid your healthcare to Free benefits.,trump
You'll find it easy to be kind... Kind.,lyrics
"Where's the page?- Go, you son of a bitch.",shakespeare
"You better run, better run",lyrics
Till the day when we're old and grey,lyrics
The funk is flowing to the highest.,lyrics
"That' s incorrect, I did not say that.",trump
"I recently reached an agreement with bahrain and the united arab emirates, along i h israel, and it' s a terrific achievement.",trump
They've been tried to do it for 45 or so years.,trump
"Beguile, divorced, cheated, betrayed, killed!",shakespeare
