text,label
"Please check beans carefully or may hurt yourself. The stone damaged my mill. Very bad experience.
",negative
"To many peppermint most disappointed.
",negative
"The product we were sent was old and the ketchup did not taste good.
",negative
"Item arrived damaged and spoiled
",negative
"If I am going to eat a cookie or cake I want flavor, sweetness, indulges.
",negative
"Product was delivered with a hole in the packaging and did not provide option to replace
",negative
"It expired about a month before I received it! Had to throw it away.
",negative
"I opened the package of onion bulbs and they were squishy, moldy and rotten. Unusable
",negative
"2 of this cups explode in the unit top did peirce just tore
",negative
"Good value for the money but not to my taste
",negative
"I was looking for a big bag of corn meal not such a small trial size bag. Was disappointed.
",negative
"Disappointed could have gotten these cheaper at at the dollar store. Will not be buying again.
",negative
"Had a big rock in it last time I bought. Poor flavor and consistency - taste like gooey mush.
",negative
"Horrible taste. It has this spiceyness that is just nasty.
",negative
"It is like the size of a container that would go into a doll house kitchen!
",negative
"Mayo was good but they robbed me on cost berses quantity
",negative
"Opened the can. It stinks.
",negative
"Clumpy, not sour, and no taste! Waste of money and they were not even willing to exchange it.
",negative
"NUTS WERE OVER BAKED OR JUST DRIED OUT AND HARD, STALE TASTE. I WASTED MY MONEY ON THIS PRODUCT
",negative
"Awful, stale and soggy outdated.
",negative
"Package came with 1 when description said it is a 3 pack
",negative
"Arrived with the oil cap open
",negative
"Item came with seal broken. could not return!!!!
",negative
"Very grainy and odd texture. Taste like it is mixed with protein powder.
",negative
"Product was supposed to come with a cold pack and it did not and some items were melted?
",negative
"Hard as a rock even hit with hammer and it is in a million pieces
",negative
"Half were broken, melted, or turned white. Tasted stale.
",negative
"sorry this item never made it to me.
",negative
"half the candies have open wrappers in the bag
",negative
"I received the glass jars in a BAG.  I received a bag of broken glass.
",negative
"Too sweet and just left a bad taste in my mouth. I tossed it.
",negative
"I thought it was a spice it was some kind of tea
",negative
"It does not taste like pineapple I was a bit disappointed
",negative
"I was really looking forward to trying this. Unfortunate, it tastes awful.
",negative
"The whole package was smashed! All of them were broken! And says no refund!
",negative
"Product was no good
",negative
"The sprinkles arrived crushed and mostly powder
",negative
"All heat no flavor
",negative
"Very small, difficult to crack, not much good taste. But tasted awful, not very fresh.
",negative
"This honey has a bitter and nasty after taste, it definitely taste like something was added
",negative
"Most of the bottles were dented.
",negative
"Inedible. Ineligible for return so I had to just throw them out. :-(
",negative
"Not worth it, cannot even taste anything
",negative
"Was not ripe. To hard & no flavor.
",negative
"Old, poor variety and overpriced.
",negative
"All of the chocolates I have opened are discolored. The one I ate tasted chalky as well.
",negative
"Yukky tasting... and I love Tuna! Expected better taste ---------
",negative
"Item advertised as 100% maple syrup, but package shows corn syrup as an ingredient.
",negative
"Old and outdated.
",negative
"They tasted horrible. Bad after taste. I threw them away. Stale and bad taste.
",negative
"I paid money for a product that tasted like old pencil erasers
",negative
"Very deceiving. I was also searching for unsulphured. These have sulphurdioxide.
",negative
"Very upset this time. Our oatmeal arrived late. Moreover, all the cans were dented.
",negative
"Very little truffle flavor. It is just not there.
",negative
"I used to eat this when I was a kid There is aftertaste I do not like it cannot be the same company.
",negative
"No chocolate taste at all. A mouth of sugar.
",negative
"The dates were a soupy, crushed inedible mess.
",negative
"Horrible...eat a small bowl of real pasta... or gluten free...
",negative
"The flavor was horrible. I will not buy again.
",negative
"The cups do not work with kurig machine
",negative
"Gross the nuts did not taste normal. Found a bug really gross.
",negative
"Item was very cheap and not pretty or as what I expected
",negative
"Not spicy at all. They were extremely sweet.
",negative
"Did not care for the taste. Had virtually no fragrance or taste.
",negative
"Bottle arrived broken. First time I used it it leaked everywhere. Worthless
",negative
"Tastes nothing like Red Robin camp fire sauce! Is not even the same color. Money wasted buying this.
",negative
"The texure and flavor both.  Not good.
",negative
"Paid for a box of 16 meat sticks. Only 1 was delivered.
",negative
"Really not what I expected. Cannot blame manufacturer. Just not me. I want hotter.
",negative
"This product was received open and missing pieces of candy - totally unacceptable.
",negative
"Most of them were black when we received them and we ended up eating only two of them
",negative
"parts are as a hard as a rock, do not buy
",negative
"the spout pours poorly making quite a mess
",negative
"Half the mandarins were squashed and rotten
",negative
"The product is out of date, twice!
",negative
"Flavor was not very good, due to it being all natural; if that is your thing than buy this!
",negative
"Stupid for trying it. Even more stupid if you still do after hearing the warning
",negative
"Taste like crap.  Do not buy.
",negative
"I do not like the price; too expensive,
",negative
"Horrible I got sick to my stomach
",negative
"All came broken and I cannot retun.
",negative
"Rip Off! Tiny bag of tiny candy!
",negative
"1 of 10 seeds sprouted and it died after the 9th week.
",negative
"Only came with one pack!! Supposed to be 6 packs!!
",negative
"Not worth it....candy coating tasted funny and almonds were stale
",negative
"They are stale. Hard as rocks
",negative
"Was not the size I expected. I am retuning you are product for refund
",negative
"Taste was not great and did not feel well after eating.
",negative
"Absolute worst! Zero flavor. You are better off using garlic powder than this. 
",negative
"It came completely broken I am soooo mad
",negative
"Due to the candy being so old it was hard and has to be thrown away
",negative
"Too sweet for me.
",negative
"Product is expired!!
",negative
"This product was rancid when I received it.
",negative
"This product arrived opened and with a terrible smell... the soup has a rotten smell
",negative
"What a ripoff only got a role of cookies
",negative
"Way too husky!! I would never buy again. We will throw away.
",negative
"Very small bag for the price!
",negative
"Way too sweet berry fillings ... no no
",negative
"The package arrived with the seal broken and packets of coffee just poured out of the box.
",negative
"Bad quality unuseable
",negative
"Super small. The surface are broken.
",negative
"Paid way to much for the item and shipping
",negative
"Might not be the companies fault but sugar was so lumpy.
",negative
"Inside this tea k-cup was coffee
",negative
"The crust was horrible.  Was gooey and tasted underdone  I had one bite and threw them all out
",negative
"This product arrived broken and leaked over my other purchases. I would like a refund.
",negative
"""This product was not what the """"hype"""" is all about - cold oats is not very tasty""
",negative
"Weak. Cannot taste the coffee.
",negative
"This water taste like it has already been in somebody mouth
",negative
"Ordered a 4 pack only received 2
",negative
"Several packs of chips were open and spilled inside the shipping box HUGE MESS!!!!!!
",negative
"Box only contained 31 items not 50.
",negative
"Both times I bought this, the seal was broken
",negative
"These are not very flavorful and they are super sticky and hard. Would not buy again.
",negative
"all melt out so in the trash...  will never buy it online.
",negative
"Arrived melted and messy.  Centers missing or melted out.  Not as expected.
",negative
"A chemical concoction. I will not purchase again!
",negative
"These were all crumbling in packages and I would not advise anyone to order them
",negative
"So disappointed. All flavors were AWFUL. Very perfumey, overly artificial tasting.
",negative
"If I could give these ZERO stars I would. Absolutely disgusting!
",negative
"It arrived broken into many pieces. Very disappointed.
",negative
"it smells and tastes super bad, how did it rot, I do not know why?
",negative
"Not worth the money 2 small bags Very over priced, can find cheaper elsewhere
",negative
"It was the same ingredients as the beef one
",negative
"Only a few bars I cared for so next time IF I order these I will be a bit more choosy!
",negative
"The ingredients we are stale. It must have been on the shelf for a while.
",negative
"it was spoiled rotten
",negative
"Package came half opened did not trust it so did not eat it a waste of my money
",negative
"The product was smashed in my mailbox. The chips were dust.
",negative
"Had to order another
",negative
"These do not  really work well. It is a faded color when it does. Very disappointed. And cannot return
",negative
"Stale! I only buy Basset's now. Not only for quality but for freshness.
",negative
"Was leaking from bags and does not seem to be authentic.
",negative
"I was so disappointed. I did not receive any worms only a bag of eggs and bites! Not one crawler!
",negative
"Everything on it, sorry. No flavor at all
",negative
"Did not enjoy these. Just tasted off.
",negative
"Probably the worst food I have ever tasted.  And I will eat almost anything . Terrible
",negative
"Tastes terrible.
",negative
"Too strong of a flavor.  Just not for me
",negative
"I ordered a case and every last bag of chips were stale!!! Total waste of money :(
",negative
"That Is not Chocolate.  That is Hazelnut.  Gave the rest away.
",negative
"Price went up $17 in a month.
",negative
"My cookies were all crumbs
",negative
"Way too expensive for what you get. I found a much cheaper alternative.
",negative
"I only received 2 packages of 12....not 2 packages of 24!?
",negative
"This has high fructose corn syrup and soy in it. How can this be considered low FODMAP?
",negative
"Much much worse than I ever would have expected.
",negative
"not a great taste with coffee and has no protein
",negative
"It is disgusting. I threw up literally.
",negative
"Odd taste as well, though it is mostly tortilla.
",negative
"French vanilla coffee not enough flavor
",negative
"Taste like Lucas! Soo gross not too sour
",negative
"They came rotten!!  And are non returnable!
",negative
"Bag came with a hole in it and the granules spilled all over the box. No way to return or replace.
",negative
"The item arrived completely shattered. Smashed.  I had to throw it away.
",negative
"Tastes absolutely terrible.
",negative
"Bottles were not capped correctly.  Leaked in package.  Sticky mess!
",negative
"This product expired February 11th
",negative
"Came in a poly bag all the ramen taped and the noddle crushed
",negative
"Just sugar taste not hot throwing in trash.
",negative
"Box came already opened
",negative
"Received product that is almost one year out of date. Will not make this mistake again.
",negative
"Strong coffee but very bitter. Not smooth at all.
",negative
"All crumbled up and not eligible for a return
",negative
"I am not sure when to trust the product.
",negative
"I would not buy this again. They say they put more tea but it just is not strong at all.
",negative
"When I opened package there was I removed lid and there was no cardboard cover
",negative
"One of the ingredients was missing.
",negative
"Not the best Earl Grey product! Sadly. Taste like normal tea, nothing else.
",negative
"TASTES LIKE WATER.
",negative
"Pork Ingredients! If you are religious or a vegetarian, this product is not for you !
",negative
"turns brown instead of green. i tried this in hot and iced lattes as well as baked goods.
",negative
"old, will buy  locally from supermarket Will not buy again from amazon.
",negative
"Broke two out of 3 bottles, no way to get replacement or refund
",negative
"Could not use the flour. The canisters were broke open and had a smell
",negative
"I wanted to like this. The price is great. This was awful dark roast.
",negative
"Taste very old... must have been a bad batch
",negative
"Tiny package for the price!  Absolutely ridiculous
",negative
"Poured a tenth of the bottle into 1 cup of tea and still no sweetness.
",negative
"Arrived completely broken, not reliable for returns either
",negative
"2nd time product came expired!!!!!
",negative
"They were an edible and they refused to return my calls or emails
",negative
"Not good quality its breaking.
",negative
"Nor licensed by Keurig.  Does not work in my 2.0 brewer.  Not returnable.  DO NOT BUY THIS ONE...
",negative
"The ingredients were stale when delivered.
",negative
"This brand is not good candy did not taste fresh as others I have brought
",negative
"Over priced, just ok, not worth the cost.
",negative
"Very hard.  I like the fact that it was not very sweet
",negative
"I had this placed for a *month*, ants just come in, eat it and never die. Still have ants.
",negative
"Weak, even with two tea bags. Taste is bland. Not my cup of tea.
",negative
"More than half the box was broken and unusable
",negative
"Taste was super bitter.  Would not recommend.
",negative
"Its a lie Only recieved 1 box, not 4 as described!
",negative
"The taste was awful. Very disappointed overall
",negative
"These are the worst I have ever tasted.Mushy,(not hot) and terrible!!!!!
",negative
"This is probably the most burnt tasting awful coffee, I have ever drank... Could not even finish it.
",negative
"Two bags, both nothing but crumbs. We will never try them again.
",negative
"This package arrived with completely rotten and moldy leaves.
",negative
"This is the worst stevia I have ever tasted. It tastes like pure alcohol.
",negative
"Old candy and no nestles crunch. Ripoff
",negative
"All products in this order are expired on arrival.
",negative
"Chicken pot pie without the chicken!
",negative
"The box arrived opened with one of the packets missing. Ridiculous and gross.
",negative
"Does not dissolve in cold or hot water. It leaves clumps making it gross to drink.
",negative
"The container was opened. There was no lid and the plastic film was ripped open.
",negative
"Awful little pies. Bad tasting.
",negative
"This needs to be replaced.
",negative
"However, I ordered Salisbury Steak, disappointing!
",negative
"Received product, again, broken open. Ruined entire order.
",negative
"Dislike, because it came as peppermint not marmellow. Just received, but can not return.
",negative
"Product good.  Found other stores cheaper.
",negative
"Somehow it tasted like hay. I am usually not all that picky but these were awful.
",negative
"Mis advertised..bad flavor.  Zip Fizz is delicous though.  Beware...
",negative
"Took over a month to get and they were all stuck together and wet
",negative
"I do not know the bottle was damaged and the product spilt inside the bag.
",negative
"The tea smells amazing but the flavor is bitter and no flavor of chocolate or strawberry.
",negative
"Good taste, but hard as rocks.
",negative
"Not in original box as expected.  Normally sent in original box.  Not happy!
",negative
"Do not buy the cookies and cream! No flavor and cut my mouth up trying to eat them.
",negative
"We love fresh/ soft twizzlers but these were a disappointment .
",negative
"Are they really tea leaves ...?
",negative
"Cookies came completely melted.
",negative
"I did not order a 30count ... ordered 90.
",negative
"will not buy again postage was more no good
",negative
"Package was torn .
",negative
"no !THESE ARE TINY-DO NOT BUY.! I BOUGHT 3 BIG ONE FOR $3 IN LOCAL SUPERMARKET-WASTE!
",negative
"The French roast is weak and stale, definitely not going to buy again.
",negative
"Opened package and it was leaking all inside of bubble wrap . Cap was loose !
",negative
"We opened these right after they arrived and tried them, they have a very strong styrofoam taste.
",negative
"Candy had awkward stale taste.  Also label on box torn off.  Not happy with purchase.
",negative
"Drinking water cracked caps water was ok
",negative
"The icing unfortunately is more like a gum than any type of cream or icing.
",negative
"Awful would not buy again
",negative
"Very salty, little other flavor, almost no heat.
",negative
"Bag said roasted and salted they were not have a bad taste very disappointed
",negative
"The items in the box were smashed beyond recognition and chip bags were popped open.
",negative
"Tastes...not good!  Sorry Banza!
",negative
"The description says  5 pack but you only get one(1).
",negative
"It was sponge like .. was embarrassed at my party
",negative
"This order came with one (1) teabag!  For almost $9.00!  Be careful with your order!
",negative
"Nothing like Gingerbread...
",negative
"Awful. No jasmine flavor at all. Cannot return as discarded the pack. Waste of money.
",negative
"Dried out abd horrible
",negative
"Damaged container...had to dispose of it...could not use it.
",negative
"The pack yess open and I was unable to get a refund
",negative
"This product has poor ingredients. I did not open it. I want a refund.
",negative
"This cannot be eaten, they are as hard as a rock.
",negative
"It did not taste like the real ricoffy from SA. Buy at your own risk
",negative
"Taste has too much alcohol. Would not buy again
",negative
"taste like nothing ... do not purchse
",negative
"The flakes are moldy, covered with green-white residue. Package unopened. Will try to return.
",negative
"Not as good as original tajin.
",negative
"Wow, this coffee is awful.
",negative
"It arrived in a blob - disgusting!
",negative
"Grocery store returns, I think. Inedible.
",negative
"Sees are always  good  .
",negative
"Yuck. Tasted gross, texture was gross.  Will not buy again.
",negative
"More salty taste than cheese
",negative
"Receive product too close to the expiration date not happy about that
",negative
"Where completely milted
",negative
"I thought this was 12 packs of 12 cans and now I cannot return them. WASTE OF TIME AND MONEY
",negative
"The boxes came smashed and open.
",negative
"It just taste awful. Xylitol is so much better.
",negative
"Why would you change something that was already good?
",negative
"Not a 6-pack! The $30 is for one 8.8 oz. box.
",negative
"Product was completely melted in the box.
",negative
"This product came melted together like a brick Will never order again
",negative
"Horrible product no taste what so ever.
",negative
"Tiny box for the price like only 2 bowls of cereal worth for 12 bucks... Never again.
",negative
"Way too sweet.  Tasted like pure sugar
",negative
"Not worth the money! Flavor is not the best
",negative
"There are no expiration date and it is look expired
",negative
"Would not buy again
",negative
"Packages are not sealed well. Stale product.
",negative
"Each bag/oz is overpriced. I usually get them from other stores.
",negative
"One of the bottle tops broke
",negative
"Spoiled all of them. So could not use
",negative
"Gave me itchy feet. Stopped taking it.
",negative
"i am sure the flavor is going to be fine, but the packaging is aggressively terrible.
",negative
"The product was expired. Best by listed on the product was May 2022.
",negative
"Very watered down taste. No hazelnut flavor
",negative
"do not buy this taffy was hard as a rock threw the whole bag away do waste your money
",negative
"The portion size was small, the kernals did not all pop well. The popcorn came out burned.
",negative
"Would be great if they did not put so much pepper on it.
",negative
"Very small bag with about 54 pieces.  Not worth what I paid for and cannot return.
",negative
"It is not royal blue, unfortunately cannot return. Not recommended if you want to buy royal blue
",negative
"not pleasant tasting or smooth or nice flavor. Just a cheap green tea slightly bitter.
",negative
"I am happy to rate it when it arrives.
",negative
"Like the portion size  Disliked the taste, did not,taste like carmel but bourbon.
",negative
"Do not buy. Bulbs were separated and destroyed, would not bloom
",negative
"It is not close to real one only the  syrup No es igual solo la Chan ac est bueno lo dems no
",negative
"I just wanted to try it. Not my thing!
",negative
"Package arrived with one jar broken!
",negative
"The noodles are OK. Everything else? NOT. Buy something else.
",negative
"I bought it for a gift. It arrived shattered.  Unable to use. It says I am unable to return it.
",negative
"Everything was stuck together and you could not even get them apart, to eat on.
",negative
"last batch we found quite bitter. will have to look for a substitute or a different seller.
",negative
"Not sweet or spicy. Meh.
",negative
"We ordered 96 kcups but only received 24.
",negative
"This product is not have much flavor...especially when you get to the end!
",negative
"FAKE FIJI. WAS NOT PACKAGE IN BLUE AND TASTE LIKE TAP WATER.
",negative
"It did not resolve my problem
",negative
"Arrived quickly.  Very coarse texture rice flour.  I will go back to the brand I used before.
",negative
"While they are perfect....except they arrived expired
",negative
"This is not Ginger period
",negative
"I eat this candy bought at asian store. nice and chewy. this stuff is hard and stale.
",negative
"First time buying, loved the flavor but as I approached the end of the bag I found this one???
",negative
"I Do not like the taste..
",negative
"I did not think the flavoring (artificial), and sweetness pleasant at all
",negative
"It was stale upon arrival. Not good tasting and mediocre at best.
",negative
"No these are NOT peach blossums
",negative
"Total crap. Do not order.
",negative
"They tasted stale, I feel like I just threw my money away.
",negative
"It arrived broken
",negative
"I am not sure these actually contain any banana. Just a blob of chocolate.
",negative
"The freshness and flavor is amazing, and I certainly cannot stop eating them.
",negative
"just was not what I expected. I was very disappointed and threw them away
",negative
"Would prefer small 100 calories bags
",negative
"There is no safety seal on the jars
",negative
"It is disgusting. I do not understand how anyone eats these.
",negative
"I can buy this same item at Wynn Dixie and Walgreens at 3 12packs for $10 all the time
",negative
"most of the stuff is not candy and tastes like rotten fish.
",negative
"Order was for a pack of 6 and only received 2!!!
",negative
"Dry, hard not worth getting.
",negative
"It was horrible trying to get it down!
",negative
"The taste was nasty! Total waste of money.
",negative
"This is usually great, but was expired upon delivery.
",negative
"I have to be honest this was not good at all. There was no Olive taste i do not know what the flavor was.
",negative
"I am sure these are good but they did not come in the mail. They did refund though
",negative
"It took two months to get here. Not the size pictured. Very disappointed.
",negative
"The bag is small. You can get this at Walmart for $5. It is not bulk.
",negative
"hated it did not like the taste yikesss want to return it or sell it how do i go about that
",negative
"The flavor is disgusting.  I use mine as a fabric softener and floor cleaner.  Do not ingest this.
",negative
"Took forever to get chunks out.
",negative
"This Pod Coffee did not have much of a flavor and did not provide the caffeine lift as advertised.
",negative
"I bought four boxes of these and each box had 11 not 12
",negative
"I was very disappointed with the taste and texture of these bars and discarded them.
",negative
"Not worth the wait
",negative
"Garbage at $6/can!  I get to biuy it and dispose of it!
",negative
"These tasted like something other than blue raspberry, they tasted awful!!!
",negative
"Cherries were not dried but wet and tasted like prunes.
",negative
"Do not buy it not really good.
",negative
"I ATE HALF A BOWL. AFTER THAT I STARTED THROWING UP.
",negative
"Wish these eggs would last longer.
",negative
"Does not taste like butterscotch to me. Picture shows three tins you only get one
",negative
"Container arrived broken, which because the fondant to dry out.
",negative
"Did not like it at all  added stuff and still did not  went in the trash.
",negative
"Do not waste your money. Regular pickles in a bag you can get at a gas station.
",negative
"Buyer beware got 12 packs of 1 oz. Should have been 12 packs of 7.5 oz. Sold by Stock Your Home.
",negative
"Most tasteless disgusting Neto snack I have ever tried. Like sand with no flavor in you are mouth.
",negative
"It was very hard, not sweet. Will not buy again.
",negative
"Product arrived with a slice in the container leaking  grease  everywhere .. grrr
",negative
"Box came damaged and gums are rock hard. I would like to be refunded and I will ship it back
",negative
"I would not expect maltodextrin in a supposedly healthy product.
",negative
"Item arrived with smashed box and broken pretzels inside.  Can not be given as a gift
",negative
"THESE ARE HORRIBLE! HAD BUGS IN THE PACKAGES SO I THREW THEM AWAY IMMEDIATELY!
",negative
"Package damaged on receipt. Item loose in package. Could not return or get a replacement. Stunned
",negative
"They where all broken and crushed
",negative
"This was not very good lime flavor. Too. sweet!
",negative
"Great idea, but completely gross texture and taste.
",negative
"see above comments
",negative
"this stuff is gross. I like thick mustard but this is gross.
",negative
"Not worth 6 dollars!
",negative
"Cannot return and cannot find where to get a refund. Product arrived expired a week ago.
",negative
"Product not good its difficult  to use
",negative
"Very disappointing. Thought they were made in usa. Wrong. If I could have negative 5.stars I would
",negative
"Its melted I could not even brung myself opening them
",negative
"It came only half full, considering it is already overpriced it is definitely not worth the buy.
",negative
"Tastes terrible.
",negative
"Totally falling apart making a huge mess
",negative
"bits  and pieces
",negative
"Absolutely no flavor. Would not purchase again.
",negative
"The most disgusting thing you will ever taste. If you are looking for Hot Cheetos, look elsewhere.
",negative
"Item arrived damaged
",negative
"Not good for hot drinks. Clumpy
",negative
"I am sorry but the broccoli cheddar is super bland and the cheese crips are flavorless
",negative
"Over half the unicorn suckers were broken.
",negative
"These are disgustingly horrible.
",negative
"The box was damage. And the water wasted in the box
",negative
"Totally gooey. Lame. This is not that good.
",negative
"So hot. Cannot eat more than 1 without gasping for breath. Will not return!?!?!? Rip off!!!!
",negative
"Only sent 3 of the 4!!
",negative
"The bag was sliced open and spilling into the envelope it was shipped in.
",negative
"Got it May 17, 2020 and it expires June 2020
",negative
"Not that tasty. The consistency is too oily, even if mixed.
",negative
"Not sour at all and way over priced
",negative
"Not a fan.  Poor taste and consistency.  Disappointed, will not buy again.
",negative
"Disappointed as it has no taste at all
",negative
"Not good. Texture is odd, flavor was odd.
",negative
"This item arrived with the lip partially opend and spilling all over the place.
",negative
"Product came spilled in the bag, has a medicinal taste 
",negative
"Dry and to many calories for just 14 grams of protein .
",negative
"Received today 26 feb 2018....freshest by date 15 feb 2018 ....not happy atall!
",negative
"I thought I ordered regular bbq sauce
",negative
"These cookies are hard as rock candy.
",negative
"Tooo sour amd taste gross. Smell like spit. Threw them away so fast.
",negative
"my plants failed to grow no matter what I did.
",negative
"Bag had holes In itproduct is stale. VERY DISAPPOINTED 
",negative
"It was leaking. I do not recommend this product.
",negative
